content,score,sentiment,polarity,textblob_sentiment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,clean_content,clean_vader_compound,clean_vader_neg,clean_vader_neu,clean_vader_pos,clean_textblob_sentiment,clean_textblob_polarity,clean_textblob_subject
FREE TRANSFER KE BANK LAIN TIDAK BERLAKU LAGI,1,0,negative,"Sentiment(polarity=0.4, subjectivity=0.8)",0.4,0.8,0.5106,0,0.68,0.32,free transfer bank lain,0.5106,0,0.476,0.524,"Sentiment(polarity=0.4, subjectivity=0.8)",0.4,0.8
Selamat anda Sukses membuat saya meng uninstall,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,anda saya meng,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Anjir skrg dikenakan admin setiap transaksi ke semuanya. Sesama BCA aja kena 2.500,-",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Kecewa, mulai dari kemaren trf dari BCA ke BCA digital kena 6500. Padahal masih sama2 BCA ya, sedangkan saya tiap hari trf ke BCA digital lumayan tuh 6500 x 30 hari. Seperti nya sudah saatnya uninstall blu bca. Terimakasih",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,dari dari digit saya digit,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Kenapa transfer k BCA harus kena bank charge??,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,transfer bank,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Gimana mau login ini habis update malah disuruh daftar baru tidak ada opsi untuk login ke aplikasi, bener bener ini bank sangat tidak beres.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,login baru login bank bere,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Gara2 ini, jadi gak bisa pakai gopay, ovo, dana lagi di aplikasi MRT.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,gara,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Terlalu lambat berfungsi!!!!,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Masak dari bca ke blu sekarang kena biaya, gak pakai lagi dah",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,dari,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Parah lu, disuruh email gara2 ada kendala malah harus nunggu kotak surat admin kosong. Pdhl kata haloBCAnya disaranin hrs segera dikirim biar cepat diproses",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,parah gara surat kosong,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Sekarang jadi sampah aplikasinya, mau setor tunai aja harus hadan depan hadap kanan dsb, mana banyak gagalnya, Sampah!",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,mana,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Email verifikasi masuknya telat terus, link dgn tokocrypto putus terus. Kacau bgt. Sampe skrg gak bisa verif email, gk bs masukin proxy. Kacau bgtttttttt",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,link samp,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Sekarang kirim uang dari bca sendiri ke rekening blu sendiri pake biaya bosqu? Perasaan dulu gratis,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.0516,0,0.926,0.074,uang dari,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Mau ambil dana di rekening sendiri kok ngga bisa sistem alesan gangguan dll.!! Ga bs konek dll..inget wooy ni bukan danamu.!!!,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,alesan,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Disuruh verifikasi email tapi susahnya minta ampun. Sdh masukin nomor yg benar malah dibilang salah nomornya...buset dah...,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Otp sangat susah... Aplikasi sangat jelek,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Susah banget verifikasi muka nya. Bikin akun jadi terblokir. Ke kantor bca nya tapi kata nya gak bisa bantu. Harus telpon ke blu nya habisin pulsa. Ogah taruh uang di apps begini. Susah urusan nya nanti secara kantor bca nya sendiri gak bisa bantu.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,uang,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Kebanyakan Error,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.73,0.27,0,error,-0.4019,1,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Sekarang makin lemot, apa apa harus vermuk enakan dulu",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Busuk..., Uang sendiri susah bener ambil.. sering crash",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.278,0.722,0,uang sere crash,-0.4019,0.574,0.426,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"crashed all the time..susah sekali login..sekalinya login, transfer dan kegiatan lainnya failed melulu, diinfo harus pasang waktu yg otomatis, semua sdh dilakukan tapi tidak berubah",1,0,negative,"Sentiment(polarity=-0.5, subjectivity=0.3)",-0.5,0.3,-0.5106,0.121,0.879,0,crash time login login transfer fail pasang,-0.7351,0.554,0.446,0,"Sentiment(polarity=-0.5, subjectivity=0.29999999999999993)",-0.5,0.3
"why the hell do i need camera recognition to transfer, and its so so bad, and slow, if i could give zero star, i would",1,0,negative,"Sentiment(polarity=-0.49999999999999994, subjectivity=0.5333333333333333)",-0.5,0.533333333,-0.887,0.291,0.709,0,hell need camera transfer slow could give zero star would,-0.6808,0.338,0.662,0,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.3,0.4
"ribet amat, apa2 pake face recognition, uda gitu susah banget lagi ngedeteksi, 3 hari coba2 buat transfer tapi ga pernah lolos di face recognition, padahal muka gitu2 aja. gila mmg ð",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,face transfer face,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Sudah nggak bagus lagi, uninstall looorrr....",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Akun terblokir terus, aplikasi scam kah ini?",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.5719,0.381,0.619,0,scam,-0.5719,1,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"app lemot, ui sulit",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Gak bisa login,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,login,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Ga bisa transaksi terus.. gmn ya..,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
UNINSTALLED!! Tidak menerima KTP Digital yang jelas2 aplikasi KTP Digital itu resmi milik pemerintah!!,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,digit yang digit,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Beli pulsa pakai Blu , saldo terpotong tapi pulsa tidak masuk..bikin laporan di suruh tgg 5 hari kerja. kalau dalam 1 hari total ada transaksi pulsa 10M di Blu lalu dibuat error , 5x10M sdh 50M..enak ya muterin duit begitu ?",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.75)",0,0.75,-0.4019,0.063,0.937,0,total error duit,-0.4576,0.599,0.401,0,"Sentiment(polarity=0.0, subjectivity=0.75)",0,0.75
Dari semalem error melulu,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.474,0.526,0,dari error,-0.4019,0.73,0.27,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Cara login gimana ya? saya sudah punya akun tapi pas masuk selalu buat rekening baru terus, foto ktp saya sudah ada karna memang akun saya sdh ada, cara login gimana tolong dibantu",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,login saya baru saya saya login,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Halooooo, ini kenapa saya gak bisa login app-nya ya? Sekalinya bisa login, saya malah gak bisa pindahin dana. Tolong dibetulkan ya aplikasinya, saya lagi urgent banget ini",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.2023,0,0.935,0.065,saya login login saya saya urgent,0.2023,0,0.735,0.265,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Runyam amat mau daftar aplikasi aja mesti pake screen lock ð,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,screen lock,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Last update menyebabkan setiap ingin bertransaksi gagal, dan security measure di akhir dengan harus memperlihatkan muka pengguna kurang nyaman dari sisi UX, dan agak aneh dilakukan jika di tempat umum dan memerlukan kecepatan dalam bertransaksi. Sudah mencoba kirim by email screen recordingnya, dan dapat balasan delivery email failed.",1,0,negative,"Sentiment(polarity=-0.25, subjectivity=0.18333333333333332)",-0.25,0.183333333,-0.2263,0.064,0.89,0.046,last dari sisi screen fail,-0.5423,0.467,0.533,0,"Sentiment(polarity=-0.25, subjectivity=0.1833333333333333)",-0.25,0.183333333
Not able to verify face,1,0,negative,"Sentiment(polarity=-0.25, subjectivity=0.625)",-0.25,0.625,0,0,1,0,face,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Tidak bisa isi nomor ATM. Nomor kartu ATM tidak sesuai. Kok bisa?,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
YA ALLAH APLIKASINYA LEMOOOOOT BANGET. UDAH DEPAN KASIR DIA GAMAU GERAK PADAHAL HP SAYA GA KENAPAÂ². Kalo serius mau ngembangin blu by digital harusnya serius juga dong ngembangin aplikasinya. Malu-maluin bgt nih aplikasinya,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,saya kenapaa2 kalo digit dong,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Beli Google Voucher, tulisannya berhasil tapi code Redeem nya ngga ada.. Aneh. Udah hubungi CS tapi disuruh nunggu padahal mau dipake. Kecewa pake Blu. Depositku cair, aku langsung ambil semua uangku, dan unisntall, krna udah kecewa, sampai sekarang laporan ngga ada perkembangan.. Trus Blu udah ngga ada keuntungan, masa penggunaan atm BCA nanti juga dibatasi, dih!",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,voucher code redeem masa,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
hmm sepertinya ada masalah. silahkan coba lagi.. 3 hari sudah begini.. gk bisa ngapa2in.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"App used to be alright, but right now it keeps on crashing everytime im logging in. Cant access my funds.",1,0,negative,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.285714286,0.535714286,0.128,0,0.927,0.073,use alright right keep crash log cant access fund,-0.1779,0.231,0.598,0.171,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.285714286,0.535714286
Parah bngt s&k bulan depan aku uninstall aja min udh ngga sanggup,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,parah,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Saya pindah k blu dr klikbca yg lemot dan kdg2 fail bbrp kali. Ternyata saya salah,baik blu dan klik bca lama kelamaan sama aja. Mau masuk aja nunggu lama bnr. Bgitu masuk lsg eror dan restart. Bagi kalian yg mau transaksi cpt,sgt tidak dsarankan pake ini. Drpd abis kesabaran.",1,0,negative,"Sentiment(polarity=-0.5, subjectivity=0.29999999999999993)",-0.5,0.3,-0.5423,0.068,0.932,0,saya fail kali saya lama lama restart kalian,-0.5423,0.333,0.667,0,"Sentiment(polarity=-0.5, subjectivity=0.29999999999999993)",-0.5,0.3
Haaah ribettt,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,hah,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Sering masalah tiap mau login, kenapa sih dah, hadehhhh",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,sere login,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"minta tolong dong diperbaiki sistemnya, tiap mau masuk jaringan terputus mulu, saya mau bayar tagihan malah jadi terkendala gini, wifi kenceng, kuota full kenceng juga jaringan terputus mulu, tanggung jawabnya dong minta tolong banget nih ð¤¦ð»ââï¸",1,0,negative,"Sentiment(polarity=0.35, subjectivity=0.55)",0.35,0.55,0,0,1,0,dong saya full dong,0,0,1,0,"Sentiment(polarity=0.35, subjectivity=0.55)",0.35,0.55
"sangat beda dgn layanan nya bca (aku nasabah yg sdh puluhan tahun di bca). hari ini vcard blu nya sdh di blok krn ga bisa jg dipakai. selanjutnya pindah ke livin aja, semoga lbh ok. bye blu",1,0,negative,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Parah! Uang saya nyangkut dan sampai sekarang ga ada kabar gimna Udah telpon ke halobca dan dioper2 dri cs blu ke cs bca (Udh seminggu lebih ga ada kabar) Dri awal diminta pengisian top up dana, tapi dksih virtual account, trnyta uang nya malah ga nyampe Kalaupun saya mengada2 masukkan virtual account sendiri dan vc nya ga muncul, brrti uang nya juga bounce back donk! Kalau masuk brrti memang ada kan no nya. Tertera cuma bca digital Tpi uangnya ga masuk sampai sekarang",1,0,negative,"Sentiment(polarity=0.16666666666666666, subjectivity=0.16666666666666666)",0.166666667,0.166666667,-0.2462,0.033,0.946,0.021,parah uang saya virtual account uang saya virtual account uang back digit,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"APLIKASI SAMPAH!! CUSTOMER SERVICE AROGAN DAN PEMALAS!!! BAIK CS TELP, EMAIL, WHATSAPP DAN APLIKASI SEMUANYA SAMA SAJA!!! TIDAK ADA STANDARD PELAYANAN CUSTOMER!! BAHKAN BANK KECIL LAINNYA SAJA TAHU BAGAIMANA MENGHUBUNGI CUSTOMER-NYA!!! DAN BUKANNYA MEM-PING PONG CUSTOMER!!!! JANGAN PERNAH MENGINSTAL APLIKASI INI DAN MEMPERCAYAKAN DANA ANDA APABILA TIDAK INGIN MENYESAL!!!!!",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,custom standard custom bank custom ping pong custom anda,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Tolong di service blugether. Ketika withdraw dana di blugether, diwajibkan approval semua anggota. Karena tanpa approval sebelum withdraw akan bisa jadi penipuan sesama temen sendiri",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.7351,0,0.788,0.212,withdraw withdraw,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Sudah nggak asyik.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
crash... always.. cant transfer... so bad,1,0,negative,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.7,0.666666667,-0.8015,0.643,0.357,0,crash alway cant transfer,-0.4019,0.474,0.526,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Sering bermasalah, mau bayar pakai qris blu, udh di depan kasir, malah gak bisa bayar. Beda ama aplikasi lain, gak pernah error",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.114,0.886,0,sere lain error,-0.4019,0.574,0.426,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Selalu gagal saat isi shopeepay,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"RIBET. transaksi qris pake face recognition, ribettt. mending klo jumlah transaksinya sampe ratusan juta, lah ini cmn 25k aja segala face recognition.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,face mend samp face,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Tadinya bintang 5, tapi baru aja ngalamin kehilangan uang dari app ini, padahal urgent. Transfer ke bank lain, bilangnya berhasil tp uangnya ga masuk. Cs ditelfon gabisa. Aku update lg kalo udh bener",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.2023,0,0.947,0.053,baru uang dari urgent transfer bank lain kalo,0.2023,0,0.795,0.205,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
JELEK aplikasi bank paling jelek gak bagus. Selalu crash dan gak bisa transfer kemanapun,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.172,0.828,0,bank pale crash transfer,-0.4019,0.474,0.526,0,"Sentiment(polarity=-0.21, subjectivity=0.18)",-0.21,0.18
"Why can't I use my Qris feature? it just won't scan the barcode even though the barcode is also powered by Qris, and scannable by other apps such as Gopay. Please assist me. Thank you",1,0,negative,"Sentiment(polarity=-0.0625, subjectivity=0.4375)",-0.0625,0.4375,0.5859,0,0.873,0.127,scan even though also power assist thank,0.3612,0,0.706,0.294,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Ini kenapa susah banget sih diakses pake mobile data klo lagi diluar?????? Sampe emosi saya giliran lagi butuh buat transaksi gabisa diakses padahal paket data saya masih banyak. Setiap kali diakses kluar tukisan maaf, beri kami waktu untuk sambungin.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,data samp saya data saya kali,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Mau masuk aja susah, gimana orang mau transaksi. Applikasi sampah",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,orang,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"I experienced a problem where the process of changing the password or resetting the password took more than half an hour just to wait for the rotating loading logo, even in the end the process failed and my account remained in a blocked state.",1,0,negative,"Sentiment(polarity=0.15833333333333333, subjectivity=0.4666666666666667)",0.158333333,0.466666667,-0.7964,0.165,0.835,0,problem process chang password reset password took half hour wait load even process fail account remain block state,-0.8442,0.378,0.622,0,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.23333333333333328)",-0.333333333,0.233333333
